true_label,original_sent,text_output
2,"Panostaja owns a 68.77 pct of share capital and the voting rights of Suomen Helasto shares following an exchange of shares which was carried out on May 30 , 2007 .","NEUTRAL
This sentence is providing factual information about the ownership of shares in a company without expressing any positive or negative sentiment."
2,"Helsinki 19 May 2010 - Finnish company Lemminkainen Oyj ( HEL : LEM1S ) said today that it will construct an office building at Toolonlahti in downtown Helsinki , without disclosing financial details .","NEUTRAL
The sentence provides factual information about a construction project without expressing any positive or negative sentiment."
2,"On the following workday customers can check from their home computers how their purchases are divided between different ingredient groups , how much energy various products contain and what is the nutritional content of all purchases .","NEUTRAL
The sentence provides information about a service that allows customers to track their purchases and nutritional content, without expressing any positive or negative sentiment."
2,"The company reported a profit of 800,000 euro ($ 1.2 mln)on the sale of its Varesvuo Partners sub-group and a loss of 400,000 euro $ 623,000 caused by the sale of its program production subsidiary Oy Filmiteollisuus Fine Ab .","POSITIVE
The sentence contains information about the company reporting a profit, which is generally associated with a positive sentiment."
2,"Utah 's capital wanted to be the next U.S. headquarters of Amer Sports Corp. , a ski-equipment company .","NEUTRAL
The sentence is neutral as it simply states a fact without expressing any positive or negative sentiment."
0,"The last quarter was the best quarter of 2009 in net sales , and the operating margin rose to 12.2 % .","POSITIVE
The sentence expresses positive sentiment by highlighting the success of the last quarter in terms of net sales and operating margin improvement."
0,"In the first nine months of 2010 , the company 's net loss narrowed to EUR 415,000 from EUR 7.4 million for the corresponding period of 2009 .","POSITIVE
The sentence expresses a positive sentiment as it indicates an improvement in the company's financial performance by narrowing its net loss from EUR 7.4 million to EUR 415,000 in the first nine months of 2010 compared to the corresponding period in 2009."
2,Sunrise Resources operates in Russian near-shore development markets through its wholly-owned Russian subsidiary and has 80 % of its personnel in Russia .,"NEUTRAL
The sentence provides factual information about the operations of Sunrise Resources in Russian near-shore development markets and the location of its personnel, without expressing any positive or negative sentiment."
1,"Finnish plumbing and heating systems supplier Uponor 's net sales from continuing operations decreased by 9.4 % in 2008 to EUR 949.2 mn from EUR 1,047.4 mn in 2007 .","NEGATIVE
The sentence expresses a negative sentiment as it discusses a decrease in net sales, indicating a decline in performance for the company."
2,"Under the agreement , Larox will transfer 10 employees within engineering and documentation related to delivery projects and product maintenance in Finland to Etteplan as of January 1 , 2007 .","NEUTRAL
The sentence is neutral as it simply states a business agreement without expressing any positive or negative sentiment."
2,"`` After the transaction , Tikkurila has no powder coatings-related operations , '' the company said .","NEGATIVE
The sentence indicates a negative sentiment as it suggests that Tikkurila no longer has any powder coatings-related operations, which could potentially have a negative impact on the company's business."
2,"From 2003 on , the emphasis of Kyro 's strategy has been on Glaston 's growth .","NEUTRAL
The sentence is neutral as it simply states a fact about Kyro's strategy focusing on Glaston's growth without expressing any positive or negative sentiment."
1,"In July-September 2009 , Konecranes ' sales decreased to EUR 368.7 mn from EUR 520.4 mn in July-September 2008 .","NEGATIVE
The sentence expresses a negative sentiment as it mentions a decrease in sales, which is typically seen as unfavorable in business contexts."
2,Mr Jortikka is president of the base metal division of Outotec Oyj in Finland and is on the executive committee of Outotec .,"NEUTRAL
The sentence provides factual information about Mr. Jortikka's position at Outotec Oyj without expressing any positive or negative sentiment."
0,Finnish Bore that is owned by the Rettig family has grown recently through the acquisition of smaller shipping companies .,"POSITIVE
The sentence expresses a positive sentiment as it highlights the growth of Finnish Bore through the acquisition of smaller shipping companies, indicating success and expansion."
0,Our standardised services have met with a positive reception among our customers as well as at Itella .,"POSITIVE
The sentence expresses a positive sentiment by stating that the standardised services have been well received by customers and at Itella."
0,Finnish department store chain Stockmann Oyj Abp net profit rose to 39.8 mln euro ( $ 56.8 mln ) for the first nine months of 2007 from 37.4 mln euro ( $ 53.4 mln ) for the same period of 2006 .,"POSITIVE
The sentence expresses a positive sentiment as it highlights an increase in net profit for the Finnish department store chain Stockmann Oyj Abp, indicating growth and success in their financial performance."
2,"According to the notification , the holdings of Ameriprice Inc. and its group companies are now in total 808,973 shares , which represent 3.582 % of Tekla -¦ s shares and voting rights .","NEUTRAL
The sentence provides factual information about the holdings of Ameriprice Inc. and its group companies without expressing any positive or negative sentiment."
2,"8,600 m , and at the time of investment it is fully leased to several tenants .","NEUTRAL
The sentence provides factual information about the property being fully leased, without expressing any positive or negative sentiment."
2,"ITG 's share in the deal is estimated at some 500,000 euro $ 627,000 .","NEUTRAL
The sentence provides factual information about the estimated share in the deal without expressing any positive or negative sentiment."
2,"The Annual Report contains the financial statements , the consolidated financial statements , the report by the Board of Directors and the auditor 's report .","NEUTRAL
The sentence provides a factual description of the contents of the Annual Report without expressing any positive or negative sentiment."
2,"Incap Corporation Stock Exchange Announcement 29 April 2010 at 1 p.m. INVITATION TO A NEWS CONFERENCE ON INCAP 'S INTERIM REPORT Q1-2010 Incap will publish its interim report for January-March 2010 on Wednesday , 5 May 2010 .","NEUTRAL
The sentence is providing information about an upcoming news conference and the release of a company's interim report, without expressing any positive or negative sentiment."
2,"Tecnotree 's convergent charging solution includes functionality for prepaid and post-paid billing , charging and rating of voice calls , video calls and raw data traffic for both mobile and fixed networks .","NEUTRAL
The sentence provides a factual description of Tecnotree's convergent charging solution without expressing any positive or negative sentiment."
2,Fancy Dans on the move FAB Glasgow gift and interiors store Fancy Dans is moving !,"POSITIVE
The sentence expresses excitement and positivity about Fancy Dans, a Glasgow gift and interiors store, moving locations."
1,Kone shares dropped 4.1 percent to  x20ac 43 US$ 55.77 in Helsinki .,"NEGATIVE
The sentence indicates a negative sentiment as it mentions a drop in Kone shares by 4.1 percent."
2,"The latest result included per-share charges of 5 cents for stock compensation , 1 cent for research and development and 1 cent for strategic investments .","NEUTRAL
The sentence provides factual information about the latest result, including specific per-share charges for various expenses. There is no indication of positive or negative sentiment."
2,Each share is entitled to one vote .,"NEUTRAL
This sentence is neutral as it simply states a fact without expressing any positive or negative sentiment."
0,"In Sweden , operating profit for the period under review totaled EUR 3.4 mn , up 30.8 % from the corresponding period in 2005 .","POSITIVE
The sentence expresses a positive sentiment as it highlights an increase in operating profit, indicating growth and success in the business."
0,`` Our customer has been satisfied with Basware Invoice Automation solution and extends the implementation to new geographies .,"POSITIVE
The sentence expresses satisfaction with the Basware Invoice Automation solution and indicates a positive action of extending the implementation to new geographies."
2,"Apartments of YIT Home may be purchased in 5 regions of Russia , where YIT subsidiaries carry out their activities : Moscow and Moscow region , St. Petersburg , Ekaterinburg , Kazan and Rostov-on-Don .","NEUTRAL
The sentence provides factual information about the availability of YIT Home apartments in various regions of Russia without expressing any positive or negative sentiment."
0,Kone 's net sales rose by some 14 % year-on-year in the first nine months of 2008 .,"POSITIVE
The sentence expresses a positive sentiment as it highlights an increase in Kone's net sales by 14% year-on-year in the first nine months of 2008."
0,The growth of net sales in the first half of 2008 has been 28 % compared with the first half of 2007 .,"POSITIVE
The sentence expresses a positive sentiment as it highlights a significant growth of 28% in net sales in the first half of 2008 compared to the previous year."
2,"We know that it exists , '' Artemyev said .","NEUTRAL
The sentence is neutral as it simply states a fact without expressing any positive or negative sentiment."
0,Stora Enso 's third-quarter pre-tax profit doubled to EUR 197mn .,"POSITIVE
The sentence expresses a positive sentiment as it highlights a significant increase in Stora Enso's pre-tax profit, indicating strong financial performance."
2,"Tyrvaan Sanomat , published twice a week by Tyrvaan Sanomat Oy , appears in Sastamala and Kiikoinen .","NEUTRAL
This sentence is neutral as it simply provides information about the publication Tyrvaan Sanomat without expressing any positive or negative sentiment."
1,"Operating profit totaled EUR 9.4 mn , down from EUR 11.7 mn in 2004 .","NEGATIVE
The sentence expresses a negative sentiment as it indicates a decrease in operating profit from EUR 11.7 mn in 2004 to EUR 9.4 mn."
2,AffectoGenimap builds highly customised IT solutions for its customers in Finland and the Baltic countries .,"POSITIVE
The sentence expresses a positive sentiment by highlighting the company's ability to provide highly customised IT solutions for its customers in multiple countries."
0,Operating profit excluding non-recurring items increased by 27 % to EUR 81.9 mn from EUR 64.4 mn in the corresponding period in 2008 .,"POSITIVE
The sentence expresses a positive sentiment as it highlights an increase in operating profit, indicating growth and success in the company's financial performance."
2,"ISMS does not disclose its financial results , the daily said .","NEGATIVE
The sentence expresses a negative sentiment as it mentions that ISMS does not disclose its financial results, which can be seen as a lack of transparency and trustworthiness."
2,He joined Rautakirja in 1997 to lead one of its four business areas and took up the position of President and CEO in 2001 .,"NEUTRAL
This sentence is neutral as it simply states the facts about the individual's career progression without expressing any positive or negative sentiment."
2,The contract value amounts to EUR 2.4 million .,"NEUTRAL
The sentence is neutral as it simply states a fact without expressing any positive or negative sentiment."
0,"Cost savings will then rise to some 20 mln eur a year from 2007 , OKO said .","POSITIVE
The sentence expresses a positive sentiment as it mentions cost savings increasing to 20 million euros a year, indicating financial growth and success."
2,Neste Oil Corporation Refining Operation Asset Summary Report Summary Neste Oil Corporation Refining Operation Assets Summary Report is an essential source for company data and information .,"NEUTRAL
The sentence provides a neutral description of the Neste Oil Corporation Refining Operation Asset Summary Report, stating that it is an essential source for company data and information without expressing any positive or negative sentiment."
1,Comparable operating profit decreased to EUR 13.8 mn from EUR 17.1 mn in the corresponding period in 2005 .,"NEGATIVE
The sentence indicates a decrease in operating profit, which is typically viewed as a negative outcome in business."
1,Finnair 's total traffic decreased by 8.7 % in terms of revenue passenger kilometres .,"NEGATIVE
The decrease in Finnair's total traffic indicates a negative trend in terms of revenue passenger kilometres."
0,"Profit after taxes for the period was up to EUR0 .9 m , from EUR0 .01 m last year .","POSITIVE
The sentence indicates a positive sentiment as it mentions an increase in profit after taxes, which is typically seen as a positive outcome in business."
1,"Therefore , the company 's 2005 result will remain weaker than that of 2004 .","NEGATIVE
The sentence expresses a negative sentiment as it indicates that the company's 2005 result will be weaker than that of 2004."
2,"Tekla provides 3D software for building and infrastructure engineering , with a focus on building information modelling of steel and concrete structures from design to construction .","POSITIVE
The sentence expresses a positive sentiment by highlighting the capabilities and focus of Tekla in providing 3D software for building and infrastructure engineering."
2,"ADPnews - Dec 23 , 2009 - Norwegian financial services group SpareBank 1 Gruppen AS OSL : SBGRP said its board of directors appointed today Jarle Haug managing director of its claims collection subsidiary SpareBank 1 Gruppen Finans","NEUTRAL
The sentence provides neutral information about the appointment of Jarle Haug as the managing director of SpareBank 1 Gruppen Finans."
2,Work on the assignment has already started and is due for completion in spring 2011 .,"POSITIVE
The sentence expresses a positive sentiment as it indicates that work on the assignment has already started and is due for completion in the near future, showing progress and forward movement."
2,"The company said that 80 % of the shares of the holding company will be sold to Meadville Holdings Limited , a Hong Kong listed parent company of the Meadville Group .","NEUTRAL
This sentence is providing factual information about a business transaction without expressing any positive or negative sentiment."
2,"The Company serves approximately 3,000 customers in over 100 countries .","NEUTRAL
This sentence provides factual information about the number of customers and countries served by the Company without expressing any positive or negative sentiment."
1,"The period 's sales dropped to EUR 30.6 million from EUR 38.3 million , according to the interim report , released today .","NEGATIVE
The sentence indicates a negative sentiment as it mentions a decrease in sales, which is typically viewed as unfavorable in a business context."
2,"However , the brokers ' ratings on the stock differ .","NEUTRAL
The sentence is stating a fact that the brokers' ratings on the stock differ, without expressing any positive or negative sentiment."
2,The total value of the deliveries is some EUR65m .,"POSITIVE
The sentence expresses a neutral statement about the total value of the deliveries, without any indication of positive or negative sentiment."
2,"To check them out or to make a bid they will be in the Deka Showroom , Fortitude Valley .","NEUTRAL
This sentence is neutral as it simply provides information about the location of the Deka Showroom without expressing any positive or negative sentiment."
1,Swedbank 's shares have been hardest hit of the Swedish banks by the ongoing international financial crisis .,"NEGATIVE
The sentence expresses a negative sentiment as it mentions that Swedbank's shares have been the hardest hit by the ongoing international financial crisis."
1,"Copper , lead and nickel also dropped ... HBOS ( HBOS ) plummeted 20 % to 70.3 pence after saying this year+ó ??","NEGATIVE
The sentence contains words like ""dropped"" and ""plummeted"" which indicate a negative sentiment towards the mentioned assets and company's stock price."
2,New Novator products are supposed to be exported .,"NEUTRAL
The sentence does not express any strong positive or negative sentiment, it simply states a fact about Novator products being exported."
2,Investment management and investment advisory services are the company 's sole line of business .,"POSITIVE
The sentence expresses a neutral statement about the company's primary focus on investment management and advisory services, without any indication of positive or negative sentiment."
2,The increase range will vary up to 10 % .,"NEUTRAL
The sentence is providing factual information about the potential variation in the increase range, without expressing any positive or negative sentiment."
2,"The Samsung Mobile Applications Store was launched in January 2009 by Samsung Mobile Innovator , a program which enables mobile software developers to create applications for use across Samsung mobile devices .","POSITIVE
The sentence expresses a positive sentiment by highlighting the launch of the Samsung Mobile Applications Store in January 2009, showcasing innovation and opportunities for mobile software developers to create applications for Samsung mobile devices."
2,"Currently it operates a fleet of eight carriers , as well as nine pushers and barges .","NEUTRAL
This sentence is neutral as it simply provides factual information about the number of carriers, pushers, and barges operated by the entity without expressing any positive or negative sentiment."
2,"`` The enterprise value of the Fray Bentos pulp mill and Forestal Oriental totals approximately euro1 .6 billion , '' UPM said .","NEUTRAL
The sentence provides factual information about the enterprise value of the Fray Bentos pulp mill and Forestal Oriental without expressing any positive or negative sentiment."
2,The sellers were EOSS Innovationsmanagement and a group of private individuals .,"NEUTRAL
The sentence does not convey any specific sentiment, it simply provides information about the sellers involved in a transaction."
2,"The add-on order contains , among others , control valves and instrumentation as well as complete mill engineering and electrification with Metso drive controls .","NEUTRAL
The sentence is neutral as it simply provides information about the contents of an add-on order without expressing any positive or negative sentiment."
0,Cash flow from business operations totalled EUR 0.4 mn compared to a negative EUR 15.5 mn in the first half of 2008 .,"NEGATIVE
The sentence expresses a negative sentiment as it mentions a decrease in cash flow from business operations from EUR 15.5 mn to EUR 0.4 mn in the first half of 2008."
2,"The devices would be launched in the Chinese market in late 2006 , the company said .","NEUTRAL
The sentence is providing neutral information about the launch of devices in the Chinese market in late 2006."
2,The CVs of the proposed members are available for viewing from 12 March 2008 onwards on the Internet at www.sampo.com/ir .,"NEUTRAL
The sentence is providing factual information about where to view the CVs of the proposed members, without expressing any positive or negative sentiment."
2,Registration is required .,"NEUTRAL
The sentence is neutral as it simply states a requirement without expressing any positive or negative sentiment."
2,The Diameter Protocol is developed according to the standards IETF RFC 3588 and IETF RFC 3539 .,"NEUTRAL
The sentence is neutral as it simply states a fact about the development of the Diameter Protocol according to specific standards without expressing any positive or negative sentiment."
2,Olli-Pekka Laine has been appointed as the Chairman and Erkki Pehu-Lehtonen as the Vice Chairman of the Board .,"POSITIVE
The sentence expresses a neutral statement about the appointments of Olli-Pekka Laine as Chairman and Erkki Pehu-Lehtonen as Vice Chairman, without any indication of positive or negative sentiment."
2,Mr. Kari Stadigh will carry on as Chairman of the Board and Mr. Matti Arteva as Vice-Chairman .,"NEUTRAL
This sentence is neutral as it simply states the continuation of roles for Mr. Kari Stadigh and Mr. Matti Arteva without expressing any positive or negative sentiment."
2,SHARE REPURCHASE 11.01.2008 In the Helsinki Stock Exchange On behalf of Sampo plc Danske Bank A-S Helsinki Branch,"NEUTRAL
This sentence is neutral as it simply states a transaction of share repurchase without expressing any positive or negative sentiment."
2,The company does not disclose the sum it applied for .,"NEGATIVE
The use of the word ""not disclose"" indicates a lack of transparency, which typically carries a negative connotation."
2,Pertti Ervi is independent from the Company and its major shareholders .,"NEUTRAL
The sentence is neutral as it simply states a fact about Pertti Ervi's independence from the Company and its major shareholders without expressing any positive or negative sentiment."
0,"Net interest income was EUR 39.3 mn , up from EUR 32.7 mn .","POSITIVE
The sentence expresses a positive sentiment as it indicates an increase in net interest income from EUR 32.7 mn to EUR 39.3 mn."
2,"He answers questions on how many visitors Conversations gets , how big the team is and what the problems are when setting up social media channels .","NEUTRAL
The sentence provides factual information without expressing any positive or negative sentiment."
2,The annual net sales of the unit is some EUR 5 million and it currently employs some 55 people .,"NEUTRAL
The sentence provides factual information about the annual net sales and number of employees, without expressing any positive or negative sentiment."
2,Ixonos will finance the acquisition through a 3.8 mln euro $ 5.2 mln loan .,"NEUTRAL
This sentence is neutral as it simply states a fact about how Ixonos will finance the acquisition through a loan."
0,"The company said that paper demand increased in all of its main markets , including of publication papers , and that it increased average paper prices by 4 percent compared with last year .","POSITIVE
The sentence conveys positive sentiment as it indicates growth in paper demand and an increase in average paper prices, which are positive indicators for the company."
2,"Rohwedder Group is an automotive supplies , telecommunications and electronics industry provider for customers in Europe , North America and Asia .","NEUTRAL
The sentence provides factual information about the services offered by Rohwedder Group without expressing any positive or negative sentiment."
0,Diluted earnings per share ( EPS ) rose to EUR 0.52 versus EUR 0.09 .,"POSITIVE
The sentence indicates a positive sentiment as it mentions an increase in diluted earnings per share, which is typically seen as a positive financial indicator."
2,"The business transfer will take effect from 1 January 2007 , and in connection with this 47 employees will transfer from Elisa to Daxtum as continuing employees .","NEUTRAL
This sentence is neutral as it simply states a business transfer and the transfer of employees without expressing any positive or negative sentiment."
2,The group reiterated its forecast that handset manufacturers will sell around 915 mln units this year globally .,"NEUTRAL
The sentence provides a factual statement about the forecasted number of handset units to be sold globally, without expressing any positive or negative sentiment."
2,"Maggie Ramsey 's wait - and those of thousands of Oregon and Washington guides , anglers and others who flock to his frequent seminars - is nearly over .","POSITIVE
The sentence expresses anticipation and excitement as it mentions that the wait for Maggie Ramsey's seminars is nearly over, indicating a positive sentiment."
2,"Motorola Inc. of the United States came second with shipments of 217.4 million units for a 21.3 percent market share , followed by South Korea 's Samsung Electronics Co. with shipments of 118.0 million units for an 11.6 percent share .","NEUTRAL
The sentence provides factual information about the market share and shipments of different companies without expressing any positive or negative sentiment."
0,"In the first quarter of 2010 , the mark-to-market result was a pretax profit of EUR 133 million versus a loss of EUR 32 million in the same period last year .","POSITIVE
The sentence expresses a positive sentiment as it highlights a significant improvement in financial performance from a loss to a profit in the first quarter of 2010 compared to the same period in the previous year."
0,Finnish elevators and escalators maker KONE Corporation said on Tuesday ( 18 March ) that it has received a major order from Sir Robert McAlpine to supply all elevators and escalators for the Watermark Place project in the City of London .,"NEUTRAL
The sentence provides factual information about KONE Corporation receiving a major order, without expressing any positive or negative sentiment."
2,It will report full-year results on August 22 .,"NEUTRAL
This sentence is neutral as it simply states a factual piece of information without expressing any positive or negative sentiment."
2,"In 2008 , the steel industry accounted for 64 percent of the cargo volumes transported , whereas the energy industry accounted for 28 percent and other industries for 8 percent .","NEUTRAL
This sentence provides factual information about the distribution of cargo volumes among different industries in 2008 without expressing any positive or negative sentiment."
0,Net sales revenue per passenger is expected to increase .,"POSITIVE
The sentence expresses a positive sentiment as it indicates an expectation of an increase in net sales revenue per passenger."
1,Okmetic expects its net sales for the first half of 2009 to be less than in 2008 .,"NEGATIVE
The sentence expresses a negative sentiment as it indicates a decrease in net sales for the first half of 2009 compared to 2008."
2,"Addus ' services include personal care and assistance with activities of daily living , skilled nursing and rehabilitative therapies , and adult day care .","NEUTRAL
The sentence provides a neutral description of the services offered by Addus, without expressing any positive or negative sentiment."
2,"The deal covers Stockmann Auto Oy Ab 's sales and after-sales services concerning Volkswagen and Audi in Helsinki , Espoo and Vantaa .","NEUTRAL
The sentence provides factual information about a business deal covering sales and after-sales services, without expressing any positive or negative sentiment."
0,Net profit was 35.5 mln compared with 29.8 mln .,"POSITIVE
The sentence indicates a positive sentiment as it is reporting an increase in net profit from 29.8 million to 35.5 million."
2,"Operators only need to learn how to use one device for multiple levels of applications , including voice-directed operations .","POSITIVE
The sentence expresses a positive sentiment by highlighting the convenience and efficiency of operators only needing to learn how to use one device for multiple levels of applications, including voice-directed operations."
0,"Finnish software developer Basware Oyj said on November 30 , 2006 its U.S. subsidiary Basware , Inc. won an order to provide software for contract lifecycle management to an unnamed U.S. medical technology company .","POSITIVE
The sentence expresses a positive sentiment as it mentions a successful order win by Basware, Inc. for providing software to a U.S. medical technology company."
1,"In Finland 's Hobby Hall 's sales decreased by 10 % , and international sales fell by 19 % .","NEGATIVE
The sentence indicates a decrease in sales for both domestic and international markets, which is typically viewed as a negative outcome in business."
2,Oriola-KD is a spin-off of Finnish pharmaceutical group Orion Oyj 's wholesale division .,"NEUTRAL
This sentence is neutral as it simply provides factual information about the company Oriola-KD being a spin-off of the Finnish pharmaceutical group Orion Oyj's wholesale division."
2,"The portfolio comprises of 118,000 m2 of leasable space with a vacancy rate of roughly 5 % , let to around 140 tenants of which two of the largest are the Swedish government and Ericsson .","NEUTRAL
The sentence provides factual information about the composition of the portfolio without expressing any positive or negative sentiment."
2,"Our customers come from the following countries : UK , USA , Spain , France , Italy , Germany , China , Sweden , Norway , Netherlands , Austria , Belgium , Switzerland , Czech Republic , Serbia , Finland , Canada , Russia , Ukraine , Portugal , Denmark , Ireland , South Korea , Estonia and Liechtenstein .","NEUTRAL
The sentence simply lists the countries where the customers come from without expressing any positive or negative sentiment."
0,"Thanks to the multiplying effect of wagon performance , transport will be much more efficient , '' says development manager Juha Malkia from VR Cargo .","POSITIVE
The sentence expresses a positive sentiment towards the efficiency of transport due to the multiplying effect of wagon performance."
2,"128,538 shares can still be subscribed for with Series E share options , max .","NEUTRAL
The sentence is providing factual information about the availability of shares to be subscribed for with Series E share options, without expressing any positive or negative sentiment."
2,"The product advisory does not apply to any other Nokia-branded battery , the company said .","NEUTRAL
The sentence is providing factual information without expressing any positive or negative sentiment."
0,"Sales are expected to increase in the end of the year 2006 , however .","POSITIVE
The sentence expresses a positive sentiment as it mentions an expectation of sales increasing at the end of the year 2006."
0,"Savon koulutuskuntayhtyma , Finland based company has awarded contract for specialist agricultural or forestry machinery .","POSITIVE
The sentence expresses a positive sentiment as it mentions a company being awarded a contract, indicating success and growth in their business."
2,"Finnish bank Pohjola Bank Plc HEL : POH1S said today that it will issue a EUR 40 million USD 51.2 m index-linked bond , Pohjola Tutkimuksen Tahdet VIII-2010 Pohjola Research Stars VIII-2010 , on October 27 , 2010 .","NEUTRAL
The sentence is providing neutral information about a financial transaction without expressing any positive or negative sentiment."
0,"2010 16 July 2010 - Finnish steel maker Rautaruukki Oyj HEL : RTRKS , or Ruukki , said today it turned to a net profit of EUR20m in the second quarter of 2010 from a net loss of EUR94m in the corresponding period last year .","POSITIVE
The sentence expresses a positive sentiment as it highlights the improvement in the financial performance of Rautaruukki Oyj from a net loss to a net profit in the second quarter of 2010."
2,"At the end of March 2009 , the company 's loans amounted to EUR 10.113 mn .","NEUTRAL
This sentence is neutral as it simply states a fact without expressing any positive or negative sentiment."
0,"October-December sales were 302 mln eur , or a 25.3 pct increase year on year .","POSITIVE
The sentence expresses a positive sentiment as it highlights a significant increase in sales year on year, indicating growth and success in the business."
2,"According to the Finnish-Russian Chamber of Commerce , all the major construction companies of Finland are operating in Russia .","POSITIVE
The sentence expresses a positive sentiment as it highlights the strong presence and success of Finnish construction companies in Russia, indicating a thriving business relationship between the two countries."
0,Operating profit rose to EUR 13.5 mn from EUR 9.7 mn in the corresponding period in 2006 .,"POSITIVE
The sentence expresses a positive sentiment as it indicates an increase in operating profit, which is generally seen as a positive outcome in business."
2,"The company was supposed to deliver machinery to a veneer mill in the Tomsk region , in Russia .","NEUTRAL
This sentence is neutral as it simply states a fact without expressing any positive or negative sentiment."
2,"Alma Media holds 70 % of this company , the remaining shares being owned by the company 's key employees .","NEUTRAL
This sentence provides factual information about the ownership structure of a company without expressing any positive or negative sentiment."
2,The investment would be some EUR5m .,"NEUTRAL
The sentence is neutral as it simply states a fact about the amount of investment without expressing any positive or negative sentiment."
0,"The Lithuanian beer market made up 14.41 million liters in January , a rise of 0.8 percent from the year-earlier figure , the Lithuanian Brewers ' Association reporting citing the results from its members .","NEUTRAL
The sentence provides factual information about the Lithuanian beer market without expressing any positive or negative sentiment."
2,"The start of the negotiations , relating to Glaston 's efficiency program , was announced in October .","NEUTRAL
The sentence simply states a fact about the start of negotiations related to Glaston's efficiency program being announced in October, without expressing any positive or negative sentiment."
0,HELSINKI AFX - Outokumpu said its technology unit has won a 28 mln eur contract from Bosnia-Herzegovina 's Aluminij dd Mostar to upgrade an anode plant .,"NEUTRAL
The sentence provides factual information about Outokumpu winning a contract, without expressing any positive or negative sentiment."
2,"Quartal Oy now owns 2,094,063 shares in Satama Interactive Plc , which represents 5,19 per cent of the share capital and voting rights .","POSITIVE
The sentence provides factual information about Quartal Oy's ownership of shares in Satama Interactive Plc, indicating a positive financial investment."
2,The beers differ slightly from mainstream beers .,"NEUTRAL
The sentence is neutral as it simply states a fact without expressing any strong positive or negative sentiment."
2,"Finnish Sampo-Rosenlew manufactures approximately seven forest machines monthly , and about half of machines are exported .","NEUTRAL
The sentence provides factual information about the production and export of forest machines by Finnish company Sampo-Rosenlew without expressing any positive or negative sentiment."
2,"Metsaliitto will sell 1.1 million B shares of Neomarkka , accounting for about 18.3 pct of Neomarkka 's equity and about 12.7 pct of the voting rights .","NEUTRAL
This sentence is providing factual information about a business transaction without expressing any positive or negative sentiment."
2,The invention carries International Patent Publication No. .,"NEUTRAL
The sentence is neutral as it simply states a fact about the invention having an international patent publication number without expressing any positive or negative sentiment."
2,Also the development of online businesses will continue .,"POSITIVE
The sentence expresses a positive sentiment towards the continued development of online businesses."
0,Finnish consumer packaging manufacturer Huhtamaki Oyj said it swung to a net profit of 84.1 mln euro $ 105.6 mln in the first nine months of 2006 from a net loss of 2.6 mln euro $ 3.3 mln in the same period of 2005 .,"POSITIVE
The sentence expresses a positive sentiment as it highlights the company's improvement from a net loss in 2005 to a net profit in 2006."
2,"The unit 's clients are mainly in the field of specialist convenience goods , as well as in the textile , shoe and furniture businesses .","NEUTRAL
The sentence provides factual information about the unit's clients without expressing any positive or negative sentiment."
2,`` The issues identified by Stonesoft affect a range of content inspection technology .,"NEUTRAL
The sentence is providing a factual statement about the impact of the issues identified by Stonesoft on content inspection technology without expressing any positive or negative sentiment."
0,The plan is estimated to generate some EUR 5 million ( USD 6.5 m ) in cost savings on an annual basis .,"POSITIVE
The sentence expresses a positive sentiment as it highlights the potential cost savings of EUR 5 million annually, indicating a successful and beneficial outcome."
2,"It operates under three distinct brands : United Supermarkets , Market Street and United Supermercado .","NEUTRAL
This sentence is neutral as it simply provides information about the different brands operated by the company without expressing any positive or negative sentiment."
0,Performance in the second half of 2009 exceeded expectations .,"POSITIVE
The sentence expresses a positive sentiment by stating that the performance in the second half of 2009 exceeded expectations."
0,It will also strengthen Ruukki 's offshore business .,"POSITIVE
The sentence expresses a positive sentiment as it mentions strengthening Ruukki's offshore business, indicating growth and success."
2,Marimekko is considering further measures in the matter .,"NEUTRAL
The sentence does not convey any specific positive or negative sentiment, it simply states that Marimekko is considering taking additional actions in a certain matter."
2,The company expects meat purchases to remain at about 8mn kilos in 2011 .,"NEUTRAL
The sentence provides a factual statement about the company's expectations for meat purchases in 2011 without expressing any positive or negative sentiment."
1,The company confirmed its estimate for lower revenue for the whole 2009 than the year-ago EUR93 .9 m as given in the interim report on 5 August 2009 .,"NEGATIVE
The sentence expresses a negative sentiment as it mentions lower revenue for the company in 2009 compared to the previous year."
0,"The Helsinki-based company , which also owns the Salomon , Atomic and Suunto brands , said net profit rose 15 percent in the three months through Dec. 31 to (  x20ac ) 47 million ( $ 61US million ) , from (  x20ac ) 40.8 million a year earlier .","POSITIVE
The sentence expresses positive sentiment as it reports an increase in net profit for the company, which is generally seen as a positive outcome in business."
2,Saunalahti is a part of the Elisa group .,"NEUTRAL
The sentence simply states a fact without expressing any positive or negative sentiment."
2,"According to preliminary data from Slovakia 's Statistics Office , goods worth E36 .4 million were imported from Finland between January and October 2010 , making up 0.1 percent of Slovakia 's total imports .","NEUTRAL
The sentence provides factual information about the import of goods from Finland to Slovakia without expressing any positive or negative sentiment."
2,"In volume , the focus is already outside Finland , as 60 % of the group 's products are made in Poland and the Baltic countries .","NEUTRAL
The sentence provides factual information about the distribution of the group's products, without expressing any positive or negative sentiment."
2,The forecast for 2012 is 3.3 % .,"POSITIVE
The sentence is providing a factual statement about a forecast, without expressing any positive or negative sentiment."
